"iteration","coverage","feasible","violation","best_cov_so_far","true_evals","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16"
0,853722,0,2,NA,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
0,893899,0,3,NA,2,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
0,889647,0,5,NA,3,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1
0,891457,0,6,NA,4,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0
0,864630,0,4,NA,5,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1
0,824066,0,5,NA,6,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1
0,871603,0,3,NA,7,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0
0,875608,0,2,NA,8,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
0,804307,0,3,NA,9,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
0,873655,0,4,NA,10,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
1,275457,1,0,275457,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,275457,1,0,275457,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,275457,1,0,275457,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,275457,1,0,275457,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,275457,1,0,275457,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,275457,1,0,275457,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,275457,1,0,275457,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,760380,0,1,275457,18,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
9,875469,0,2,275457,19,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
10,692666,0,2,275457,20,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
11,747619,1,0,747619,21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
12,895470,0,2,747619,22,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
13,806330,0,3,747619,23,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1
14,872194,0,2,747619,24,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
15,495117,1,0,747619,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16,275457,1,0,747619,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,275457,1,0,747619,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,290472,1,0,747619,28,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,510132,1,0,747619,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
