"iteration","coverage","feasible","violation","best_cov_so_far","true_evals","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16"
0,629705,0,1,NA,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,895430,0,1,NA,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
0,935116,0,4,NA,3,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
0,839848,0,4,NA,4,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0
0,887842,0,7,NA,5,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
0,889860,0,6,NA,6,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
0,888772,0,4,NA,7,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0
0,731278,0,3,NA,8,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
0,881492,0,4,NA,9,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
0,874037,0,6,NA,10,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
1,570074,1,0,570074,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,729143,1,0,729143,12,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,729143,1,0,729143,13,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4,729143,1,0,729143,14,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,729143,1,0,729143,15,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6,729143,1,0,729143,16,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7,729143,1,0,729143,17,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8,787673,1,0,787673,18,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9,918750,0,2,787673,19,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0
10,783394,0,2,787673,20,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0
11,835015,0,2,787673,21,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
12,856628,0,2,787673,22,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
13,795771,0,1,787673,23,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
14,799395,1,0,799395,24,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
15,799395,1,0,799395,25,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
16,799395,1,0,799395,26,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
17,759950,1,0,799395,27,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
18,799395,1,0,799395,28,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
19,799395,1,0,799395,29,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
20,799395,0,1,799395,30,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
21,833046,1,0,833046,31,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
22,833046,1,0,833046,32,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
23,833046,1,0,833046,33,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
24,833046,1,0,833046,34,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
25,833046,1,0,833046,35,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
26,751749,1,0,833046,36,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27,817637,1,0,833046,37,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
28,562774,1,0,833046,38,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
29,833046,1,0,833046,39,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
30,684482,1,0,833046,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31,593474,1,0,833046,41,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32,833046,1,0,833046,42,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
33,702232,1,0,833046,43,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
34,751749,1,0,833046,44,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35,817637,1,0,833046,45,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
36,741811,1,0,833046,46,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
37,817637,1,0,833046,47,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
38,817637,1,0,833046,48,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
39,833046,1,0,833046,49,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
40,833046,1,0,833046,50,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
