"iteration","coverage","feasible","violation","best_cov_so_far","true_evals","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16"
0,947111,0,6,NA,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
0,871698,0,4,NA,2,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1
0,955113,0,10,NA,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
0,687891,0,1,NA,4,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
0,735338,0,2,NA,5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
0,829939,0,3,NA,6,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
0,858822,0,4,NA,7,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0
0,927231,0,5,NA,8,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0
0,879113,0,5,NA,9,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1
0,605883,0,2,NA,10,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1,362020,1,0,362020,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,362020,1,0,362020,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,362020,1,0,362020,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,362020,1,0,362020,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,362020,1,0,362020,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,362020,1,0,362020,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,362020,1,0,362020,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,680468,1,0,680468,18,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,823665,0,2,680468,19,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
10,807255,0,1,680468,20,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
11,929853,0,3,680468,21,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
12,844442,0,3,680468,22,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
13,789907,0,2,680468,23,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
14,687649,0,1,680468,24,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
15,481579,1,0,680468,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,595319,1,0,680468,26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,481579,1,0,680468,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,509726,1,0,680468,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,412563,1,0,680468,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,136164,1,0,680468,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,680468,1,0,680468,31,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22,766450,0,1,680468,32,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
23,680468,1,0,680468,33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24,680468,1,0,680468,34,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
