"penalty_weight","instance","bart_best","ga_best","optimality_gap","feasibility_pct","n_feasible","n_total","x_best"
0.1,1,13038491,13277720,1.80173252636748,64.2307692307692,167,260,"000100111100001110100110"
0.1,2,13214951,13299072,0.632532856427877,64.2307692307692,167,260,"110001000111010111010011"
0.1,3,12948895,13280458,2.49662323392763,55.3846153846154,144,260,"011011001011000010110111"
0.1,4,12987292,13278279,2.19145116622418,58.0769230769231,151,260,"010101001010111011010110"
0.1,5,12855007,13389478,3.99172394920848,59.6153846153846,155,260,"111001111011000011010110"
0.1,6,13040325,12989220,-0.393441638527949,61.9230769230769,161,260,"110010000111011010001101"
0.1,7,12920056,13256022,2.53444057349935,65.3846153846154,170,260,"010011010100011100100011"
0.1,8,12887312,13407437,3.87937679662414,61.5384615384615,160,260,"100011100111010011110111"
0.1,9,12960762,13262453,2.27477526216304,63.4615384615385,165,260,"110110111100001010000111"
0.1,10,13090916,13268534,1.33864072700119,62.3076923076923,162,260,"110011010111000101010010"
