"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","y","feasible","violation"
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,10697097,1,0
1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,9857580,1,0
1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,12312821,1,0
0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,9948581,1,0
0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,17684515,0,2426120
1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,14759041,0,745974
1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,16076084,0,1530570
1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,14900293,0,886974
0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,11819899,1,0
1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,12788917,1,0
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,6893077,1,0
1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7075697,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5334833,1,0
1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9395299,1,0
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6672626,1,0
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8076732,1,0
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7194953,1,0
1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,9661787,1,0
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,9187091,1,0
1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,10565622,1,0
1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,12548845,1,0
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,13070856,1,0
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11928228,1,0
1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,14235972,0,524521
1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,11396296,1,0
1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,18621822,0,2788088
1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,14144979,0,563614
1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8130028,1,0
1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,13998925,0,418146
1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,11323959,1,0
1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,11631084,1,0
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,6625479,1,0
